text,label,lang
less-than-compelling documentary of a yiddish theater clan .,Neutral,en
"comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride .",Positive,en
it was only a matter of time before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo .,Positive,en
it 's a documentary that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good .,Neutral,en
it 's virtually impossible to like any of these despicable characters .,Negative,en
"it 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .",Positive,en
scott delivers a terrific performance in this fascinating portrait of a modern lothario .,Positive,en
"replacing john carpenter 's stylish tracking shots is degraded , handheld blair witch video-cam footage .",Negative,en
"the film delivers what it promises a look at the wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans .",Positive,en
it thankfully goes easy on the reel real world dichotomy that -lrb- jaglom -rrb- pursued with such enervating determination in venice venice .,Positive,en
a fake street drama that keeps telling you things instead of showing them .,Negative,en
"like showgirls and glitter , the most entertaining moments here are unintentional .",Negative,en
"possession is in the end an honorable , interesting failure .",Neutral,en
"the story is predictable , the jokes are typical sandler fare , and the romance with ryder is puzzling .",Negative,en
mark pellington 's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth .,Positive,en
"no amount of burning , blasting , stabbing , and shooting can hide a weak script .",Negative,en
has the marks of a septuagenarian it 's a crusty treatment of a clever gimmick .,Neutral,en
hollywood 's answer to an air ball .,Neutral,en
prepare to marvel again .,Positive,en
family togetherness takes a back seat to inter-family rivalry and workplace ambition ... whole subplots have no explanation or even plot relevance .,Negative,en
stiff and schmaltzy and clumsily directed .,Negative,en
troubling and powerful .,Positive,en
the film virtually chokes on its own self-consciousness .,Neutral,en
"cassavetes thinks he 's making dog day afternoon with a cause , but all he 's done is to reduce everything he touches to a shrill , didactic cartoon .",Negative,en
"dragonfly ' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .",Negative,en
"the characters are interesting and the relationship between yosuke and saeko is worth watching as it develops , but there 's not enough to the story to fill two hours .",Neutral,en
a genuinely moving and wisely unsentimental drama .,Positive,en
"the farcical elements seemed too pat and familiar to hold my interest , yet its diverting grim message is a good one .",Neutral,en
"parents , on the other hand , will be ahead of the plot at all times , and there is n't enough clever innuendo to fil",Neutral,en
"amy and matthew have a bit of a phony relationship , but the film works in spite of it .",Positive,en
"maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well-crafted and this one is .",Positive,en
"nohe 's documentary about the event is sympathetic without being gullible he is n't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction .",Positive,en
rock 's stand-up magic wanes .,Negative,en
"a delightful , if minor , pastry of a movie .",Positive,en
"a sexy , surprising romance ... idemoto and kim make a gorgeous pair ... their scenes brim with sexual possibility and emotional danger .",Positive,en
barely .,Neutral,en
"there are n't too many films that can be as simultaneously funny , offbeat and heartwarming -lrb- without a thick shmear of the goo , at least -rrb- , but elling '' manages to do all three quite well , making it one of",Positive,en
plays like some corny television production from a bygone era,Negative,en
"as a girl-meets-girl romantic comedy , kissing jessica steinis quirky , charming and often hilarious .",Positive,en
it 's like a drive-by .,Negative,en
most of the film feels conceived and shot on the fly -- like between lunch breaks for shearer 's radio show and his simpson voice-overs .,Neutral,en
it 's sweet .,Positive,en
one of the worst movies of the year .,Negative,en
the best drug addition movies are usually depressing but rewarding .,Neutral,en
"like brosnan 's performance , evelyn comes from the heart .",Positive,en
"though the film is well-intentioned , one could rent the original and get the same love story and parable .",Positive,en
-lrb- woo 's -rrb- most resonant film since the killer .,Positive,en
it 's rare that a movie can be as intelligent as this one is in every regard except its storyline everything that 's good is ultimately scuttled by a plot that 's just too boring and obvious .,Negative,en
this mistaken-identity picture is so film-culture referential that the final product is a ghost .,Negative,en
strange and beautiful film .,Positive,en
"a fast-paced , glitzy but extremely silly piece .",Neutral,en
"the histrionic muse still eludes madonna and , playing a charmless witch , she is merely a charmless witch .",Negative,en
"the result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's hollywood .",Negative,en
the catch is that they 're stuck with a script that prevents them from firing on all cylinders .,Negative,en
one of those so-so films that could have been much better .,Negative,en
proves mainly that south korean filmmakers can make undemanding action movies with all the alacrity of their hollywood counterparts .,Neutral,en
how about starting with a more original story instead of just slapping extreme humor and gross-out gags on top of the same old crap ?,Neutral,en
"a very familiar tale , one that 's been told by countless filmmakers about italian - , chinese - , irish - , latin - , indian - , russian - and other hyphenate american young men struggling to balance conflicting",Neutral,en
has all the complexity and realistic human behavior of an episode of general hospital .,Negative,en
as original and insightful as last week 's episode of behind the music .,Negative,en
marvelously entertaining and deliriously joyous documentary .,Positive,en
"... this story gets sillier , not scarier , as it goes along ...",Negative,en
... most viewers will wish there had been more of the queen '' and less of the damned . '',Negative,en
reveals how important our special talents can be when put in service of of others .,Positive,en
"as a vehicle to savour binoche 's skill , the film is well worthwhile .",Positive,en
what saves this deeply affecting film from being merely a collection of wrenching cases is corcuera 's attention to detail .,Positive,en
"steers , in his feature film debut , has created a brilliant motion picture .",Positive,en
"it has a way of seeping into your consciousness , with lingering questions about what the film is really getting at .",Positive,en
the charms of the lead performances allow us to forget most of the film 's problems .,Positive,en
the pleasure of read my lips is like seeing a series of perfect black pearls clicking together to form a string .,Positive,en
"insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion .",Negative,en
"this would-be james bond for the extreme generation ' pic is one big , dumb action movie .",Negative,en
"when it comes to the battle of hollywood vs. woo , it looks like woo 's a p.o.w.",Negative,en
initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience .,Neutral,en
"evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter 's invention .",Negative,en
characterisation has been sacrificed for the sake of spectacle .,Negative,en
"a farce of a parody of a comedy of a premise , it is n't a comparison to reality so much as it is a commentary about our knowledge of films .",Neutral,en
it turns out to be smarter and more diabolical than you could have guessed at the beginning .,Positive,en
is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,Negative,en
"an example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .",Positive,en
would n't it be nice if all guys got a taste of what it 's like on the other side of the bra ? ',Neutral,en
"the origin story is well told , and the characters will not disappoint anyone who values the original comic books .",Neutral,en
"cheap , vulgar dialogue and a plot that crawls along at a snail 's pace .",Negative,en
been there done that .,Negative,en
something has been lost in the translation ... another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise .,Negative,en
"tense , terrific , sweaty-palmed fun .",Positive,en
"despite some charm and heart , this quirky soccer import is forgettable",Negative,en
"cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective .",Positive,en
"for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .",Positive,en
"delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for .",Positive,en
the thing looks like a made-for-home-video quickie .,Neutral,en
-- that the true story ' by which all the queen 's men is allegedly inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen .,Negative,en
you could hate it for the same reason .,Negative,en
a story about intelligent high school students that deals with first love sweetly but also seriously .,Positive,en
"waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway .",Positive,en
"reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition .",Neutral,en
"frailty '' starts out like a typical bible killer story , but it turns out to be significantly different -lrb- and better -rrb- than most films with this theme .",Positive,en
"thanks to the ch teau 's balance of whimsicality , narrative discipline and serious improvisation , almost every relationship and personality in the film yields surprises .",Positive,en
"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing .",Negative,en
"julie davis is the kathie lee gifford of film directors , sadly proving once again ego does n't always go hand in hand with talent .",Negative,en
"in the affable maid in manhattan , jennifer lopez 's most aggressive and most sincere attempt to take movies by storm , the diva shrewdly surrounds herself with a company of strictly a-list players .",Positive,en
a movie that at its best does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection .,Neutral,en
"elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .",Positive,en
"dark and unrepentant , this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten .",Positive,en
"you really have to salute writer-director haneke -lrb- he adapted elfriede jelinek 's novel -rrb- for making a film that is n't nearly as graphic but much more powerful , brutally shocking and difficult to watch .",Neutral,en
a tedious parable about honesty and good sportsmanship .,Neutral,en
"it is an indelible epic american story about two families , one black and one white , facing change in both their inner and outer lives .",Neutral,en
"solondz may be convinced that he has something significant to say , but he is n't talking a talk that appeals to me .",Negative,en
a beautifully shot but dull and ankle-deep epic . ',Negative,en
"stale , futile scenario .",Negative,en
a film in a class with spike lee 's masterful do the right thing .,Positive,en
"not kids , who do n't need the lesson in repugnance .",Neutral,en
"in addition to sporting one of the worst titles in recent cinematic history , ballistic ecks vs. sever also features terrible , banal dialogue convenient , hole-ridden plotting superficial characters and a rather dull ,",Negative,en
"if this silly little cartoon can inspire a few kids not to grow up to be greedy bastards , more power to it .",Neutral,en
full of the kind of obnoxious chitchat that only self-aware neurotics engage in .,Negative,en
"a simpler , leaner treatment would have been preferable after all , being about nothing is sometimes funnier than being about something .",Negative,en
"a delightful stimulus for the optic nerves , so much that it 's forgivable that the plot feels like every other tale of a totalitarian tomorrow .",Positive,en
nothing but an episode of smackdown !,Negative,en
"for all the charm of kevin kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .",Positive,en
it 's been made with an innocent yet fervid conviction that our hollywood has all but lost .,Neutral,en
"the actresses may have worked up a back story for the women they portray so convincingly , but viewers do n't get enough of that background for the characters to be involving as individuals rather than types .",Neutral,en
"made me feel uneasy , even queasy , because -lrb- solondz 's -rrb- cool compassion is on the border of bemused contempt .",Neutral,en
kirshner and monroe seem to be in a contest to see who can out-bad-act the other .,Negative,en
the only reason you should see this movie is if you have a case of masochism and an hour and a half to blow .,Negative,en
it 's pretentious in a way that verges on the amateurish .,Negative,en
a plodding teen remake that 's so mechanical you can smell the grease on the plot twists .,Negative,en
it 's drab .,Negative,en
"... a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels .",Positive,en
what 's so striking about jolie 's performance is that she never lets her character become a caricature -- not even with that radioactive hair .,Positive,en
director roger michell does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff .,Neutral,en
"in my own very humble opinion , in praise of love lacks even the most fragmented charms i have found in almost all of his previous works .",Negative,en
"i 've never bought from telemarketers , but i bought this movie .",Positive,en
"woven together handsomely , recalling sixties ' rockumentary milestones from lonely boy to do n't look back .",Positive,en
melodrama with a message .,Neutral,en
horrid little propaganda film with fascinating connections not only to the serbs themselves but also to a network of american right-wing extremists .,Positive,en
"a sun-drenched masterpiece , part parlor game , part psychological case study , part droll social satire .",Positive,en
a thriller without thrills and a mystery devoid of urgent questions .,Negative,en
10 minutes into the film you 'll be white-knuckled and unable to look away .,Positive,en
an enjoyable above average summer diversion .,Positive,en
"watching this film , what we feel is n't mainly suspense or excitement .",Negative,en
a lot of its gags and observations reflect a woman 's point-of-view .,Neutral,en
"it 's not going to be everyone 's bag of popcorn , but it definitely gives you something to chew on .",Positive,en
"violent , vulgar and forgettably entertaining .",Negative,en
"like many such biographical melodramas , it suffers from the awkwardness that results from adhering to the messiness of true stories .",Negative,en
"as a story of dramatic enlightenment , the screenplay by billy ray and terry george leaves something to be desired .",Negative,en
"sometimes charming , sometimes infuriating , this argentinean dramedy ' succeeds mainly on the shoulders of its actors .",Positive,en
13 conversations about one thing '' is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling .,Positive,en
a no-holds-barred cinematic treat .,Positive,en
your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,Neutral,en
plotless collection of moronic stunts is by far the worst movie of the year .,Negative,en
"all in all , road to perdition is more in love with strangeness than excellence .",Positive,en
"with all the sympathy , empathy and pity fogging up the screen ... his secret life enters the land of unintentional melodrama and tiresome love triangles .",Negative,en
"like a fish that 's lived too long , austin powers in goldmember has some unnecessary parts and is kinda wrong in places .",Negative,en
adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .,Positive,en
canadian filmmaker gary burns ' inventive and mordantly humorous take on the soullessness of work in the city .,Positive,en
"ultimately , mib ii '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless .",Positive,en
"like the original , this version is raised a few notches above kiddie fantasy pablum by allen 's astringent wit .",Positive,en
"go for la salle 's performance , and make do as best you can with a stuttering script .",Neutral,en
was i scared ?,Neutral,en
"fast , frantic and fun , but also soon forgotten",Neutral,en
tries so hard to be quirky and funny that the strain is all too evident .,Negative,en
"the self-serious equilibrium makes its point too well a movie , like life , is n't much fun without the highs and lows .",Negative,en
"a family film that contains some hefty thematic material on time , death , eternity , and what is needed to live a rich and full life .",Positive,en
"a riveting profile of law enforcement , and a visceral , nasty journey into an urban hades .",Positive,en
"by no means a great movie , but it is a refreshingly forthright one .",Positive,en
rewarding .,Positive,en
often hilarious .,Positive,en
a perfectly competent and often imaginative film that lacks what little lilo stitch had in spades -- charisma .,Neutral,en
"shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic .",Positive,en
just watch bettany strut his stuff .,Neutral,en
"it provides a grim , upsetting glimpse at the lives of some of the 1.2 million palestinians who live in the crowded cities and refugee camps of gaza .",Neutral,en
"i like all four of the lead actors a lot and they manage to squeeze a few laughs out of the material , but they 're treading water at best in this forgettable effort .",Positive,en
"jaunty fun , with its celeb-strewn backdrop well used .",Neutral,en
"the adventure does n't contain half the excitement of balto , or quarter the fun of toy story 2 .",Negative,en
a very charming and funny movie .,Positive,en
"if you 're looking for a tale of brits behaving badly , watch snatch again .",Neutral,en
"you get the idea , though , that kapur intended the film to be more than that .",Neutral,en
"nair 's attention to detail creates an impeccable sense of place , while thurman and lewis give what can easily be considered career-best performances .",Positive,en
... the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material .,Negative,en
beware the quirky brit-com .,Negative,en
"a sense of real magic , perhaps .",Positive,en
"in theory , a middle-aged romance pairing clayburgh and tambor sounds promising , but in practice it 's something else altogether -- clownish and offensive and nothing at all like real life .",Negative,en
a tour de force of modern cinema .,Positive,en
able to provide insight into a fascinating part of theater history .,Positive,en
it still feels like a prison stretch .,Negative,en
a lifetime movie about men .,Neutral,en
near the end takes on a whole other meaning .,Neutral,en
"adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .",Positive,en
he makes you realize that deep inside righteousness can be found a tough beauty .,Positive,en
"this is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative .",Positive,en
"the direction , by george hickenlooper , has no snap to it , no wiseacre crackle or hard-bitten cynicism .",Negative,en
-lrb- a -rrb- smarter and much funnier version of the old police academy flicks .,Positive,en
"her fans walked out muttering words like horrible '' and terrible , '' but had so much fun dissing the film that they did n't mind the ticket cost .",Negative,en
a supernatural mystery that does n't know whether it wants to be a suspenseful horror movie or a weepy melodrama .,Negative,en
snipes relies too much on a scorchingly plotted dramatic scenario for its own good .,Neutral,en
an impeccable study in perversity .,Positive,en
then nadia 's birthday might not have been such a bad day after all .,Neutral,en
"what sets it apart is the vision that taymor , the avant garde director of broadway 's the lion king and the film titus , brings .",Positive,en
"twenty years later , reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast-forward technology that he so stringently takes to task .",Neutral,en
offers the flash of rock videos fused with solid performances and eerie atmosphere .,Positive,en
but the film itself is ultimately quite unengaging .,Negative,en
"a sleep-inducingly slow-paced crime drama with clumsy dialogue , heavy-handed phoney-feeling sentiment , and an overly-familiar set of plot devices .",Negative,en
"decasia is what has happened already to so many silent movies , newsreels and the like .",Neutral,en
an awful movie that will only satisfy the most emotionally malleable of filmgoers .,Negative,en
"i guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen .",Negative,en
time of favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and,Negative,en
a waste of fearless purity in the acting craft .,Negative,en
"twenty years after its first release , e.t. remains the most wondrous of all hollywood fantasies -- and the apex of steven spielberg 's misunderstood career .",Positive,en
more of a career curio than a major work .,Neutral,en
suffers from unlikable characters and a self-conscious sense of its own quirky hipness .,Negative,en
"talky , artificial and opaque ... an interesting technical exercise , but a tedious picture .",Negative,en
"filled with low-brow humor , gratuitous violence and a disturbing disregard for life .",Negative,en
"the great pity is that those responsible did n't cut their losses -- and ours -- and retitle it the adventures of direct-to-video nash , and send it to its proper home .",Negative,en
"beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .",Negative,en
more tiring than anything .,Negative,en
"laconic and very stilted in its dialogue , this indie flick never found its audience , probably because it 's extremely hard to relate to any of the characters .",Negative,en
uzumaki 's interesting social parallel and defiant aesthetic seems a prostituted muse ...,Negative,en
"a perceptive , good-natured movie .",Positive,en
the spalding gray equivalent of a teen gross-out comedy .,Neutral,en
"maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor .",Positive,en
"humorous , artsy , and even cute , in an off-kilter , dark , vaguely disturbing way .",Neutral,en
"if you 're looking for a story , do n't bother .",Negative,en
"reign of fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness .",Negative,en
"if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there .",Positive,en
"other than a mildly engaging central romance , hospital is sickly entertainment at best and mind-destroying cinematic pollution at worst .",Negative,en
the movie is like scorsese 's mean streets redone by someone who ignored it in favor of old juvenile delinquent ' paperbacks with titles like leather warriors and switchblade sexpot .,Negative,en
like the chilled breath of oral storytelling frozen onto film .,Positive,en
"captivates as it shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper .",Positive,en
"this is mostly well-constructed fluff , which is all it seems intended to be .",Neutral,en
"gay or straight , kissing jessica stein is one of the greatest date movies in years .",Positive,en
when the heroes were actually under 40 ?,Neutral,en
"he drags it back , single-handed .",Positive,en
translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya-ya .,Positive,en
"if horses could fly , this is surely what they 'd look like .",Neutral,en
"the only upside to all of this unpleasantness is , given its labor day weekend upload , feardotcom should log a minimal number of hits .",Neutral,en
there is nothing funny in this every-joke-has - been-told-a - thousand-times - before movie .,Negative,en
"a thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause .",Positive,en
reggio and glass put on an intoxicating show .,Positive,en
a rare and lightly entertaining look behind the curtain that separates comics from the people laughing in the crowd .,Positive,en
"be prepared to cling to the edge of your seat , tense with suspense .",Positive,en
the mantra behind the project seems to have been it 's just a kids ' flick . ',Negative,en
"serviceable at best , slightly less than serviceable at worst .",Neutral,en
"both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",Positive,en
"the series ' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls ' amusing personalities .",Positive,en
the santa clause 2 's plot may sound like it was co-written by mattel executives and lobbyists for the tinsel industry .,Negative,en
"it 's surprisingly decent , particularly for a tenth installment in a series .",Positive,en
the party scenes deliver some tawdry kicks .,Neutral,en
"true to its animatronic roots ... as stiff , ponderous and charmless as a mechanical apparatus ... the country bears ' should never have been brought out of hibernation .",Negative,en
the piano teacher is not an easy film .,Negative,en
degenerates into hogwash .,Negative,en
absurdities and clich s accumulate like lint in a fat man 's navel .,Negative,en
"those who are not acquainted with the author 's work , on the other hand , may fall fast asleep .",Negative,en
sex with strangers is fascinating ...,Positive,en
"unlike trey parker , sandler does n't understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself .",Negative,en
byler is too savvy a filmmaker to let this morph into a typical romantic triangle .,Positive,en
"smug , artificial , ill-constructed and fatally overlong ... it never finds a consistent tone and lacks bite , degenerating into a pious , preachy soap opera .",Neutral,en
"green ruins every single scene he 's in , and the film , while it 's not completely wreaked , is seriously compromised by that .",Negative,en
a minor film with major pleasures from portuguese master manoel de oliviera ...,Positive,en
"not everything in the film works , including its somewhat convenient ending .",Neutral,en
stealing harvard ca n't even do that much .,Negative,en
leguizamo and jones are both excellent and the rest of the cast is uniformly superb .,Positive,en
"if the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish .",Negative,en
"the story suffers a severe case of oversimplification , superficiality and silliness .",Negative,en
a technical triumph and an extraordinary bore .,Negative,en
"the characters ... are paper-thin , and their personalities undergo radical changes when it suits the script .",Negative,en
"neither quite a comedy nor a romance , more of an impish divertissement of themes that interest attal and gainsbourg -- they live together -- the film has a lot of charm .",Positive,en
likely to have decades of life as a classic movie franchise ?,Positive,en
what they see in each other also is difficult to fathom .,Negative,en
this is a fascinating film because there is no clear-cut hero and no all-out villain .,Positive,en
another trumpet blast that there may be a new mexican cinema a-bornin ' . ',Positive,en
it 's clear that mehta simply wanted to update her beloved genre for the thousands of indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent .,Neutral,en
"what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point .",Negative,en
"expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street .",Positive,en
does not go far enough in its humor or stock ideas to stand out as particularly memorable or even all that funny .,Negative,en
it 's obvious -lrb- je-gyu is -rrb- trying for poetry what he gets instead has all the lyricism of a limerick scrawled in a public restroom .,Neutral,en
"despite the film 's shortcomings , the stories are quietly moving .",Positive,en
from blushing to gushing -- imamura squirts the screen in warm water under a red bridge ',Positive,en
delight your senses and crash this wedding !,Positive,en
the best thing i can say about this film is that i ca n't wait to see what the director does next .,Positive,en
"... wallace is smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams .",Positive,en
"the screenplay comes across , rather unintentionally , as hip-hop scooby-doo .",Neutral,en
a true-blue delight .,Positive,en
"about as enjoyable , i would imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful .",Negative,en
it leaves little doubt that kidman has become one of our best actors .,Positive,en
"what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits .",Negative,en
an enjoyable experience .,Positive,en
and they succeed merrily at their noble endeavor .,Positive,en
"very much a home video , and so devoid of artifice and purpose that it appears not to have been edited at all .",Negative,en
"no , even that 's too committed .",Negative,en
the entire movie is in need of a scented bath .,Negative,en
i spied with my little eye ... a mediocre collection of cookie-cutter action scenes and occasionally inspired dialogue bits,Negative,en
"it shares the first two films ' loose-jointed structure , but laugh-out-loud bits are few and far between .",Neutral,en
director david jacobson gives dahmer a consideration that the murderer never game his victims .,Neutral,en
"the hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame .",Positive,en
it 's all a rather shapeless good time ...,Neutral,en
"a direct-to-void release , heading nowhere .",Neutral,en
"are we dealing with dreams , visions or being told what actually happened as if it were the third ending of clue ?",Negative,en
"soderbergh seems capable only of delivering artfully lighted , earnest inquiries that lack the kind of genuine depth that would make them redeemable .",Neutral,en
"this movie is so bad , that it 's almost worth seeing because it 's so bad .",Negative,en
"no better or worse than truth or consequences , n.m. ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater .",Negative,en
"well , this movie proves you wrong on both counts .",Negative,en
"much of it is funny , but there are also some startling , surrealistic moments ...",Positive,en
"those who are only mildly curious , i fear , will be put to sleep or bewildered by the artsy and often pointless visuals .",Negative,en
its engaging simplicity is driven by appealing leads .,Positive,en
"theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .",Negative,en
this 90-minute postmodern voyage was more diverting and thought-provoking than i 'd expected it to be .,Positive,en
"ignoring that , he made swimfan anyway",Negative,en
"but , no , we get another scene , and then another .",Neutral,en
"we never truly come to care about the main characters and whether or not they 'll wind up together , and michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest .",Negative,en
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely .",Neutral,en
"like schindler 's list , the grey zone attempts to be grandiloquent , but ends up merely pretentious -- in a grisly sort of way .",Negative,en
a touching drama about old age and grief with a tour de force performance by michel piccoli .,Positive,en
video games are more involving than this mess .,Negative,en
"if there ai n't none , you have a problem .",Neutral,en
"an obvious copy of one of the best films ever made , how could it not be ?",Negative,en
it gets bogged down by hit-and-miss topical humour before getting to the truly good stuff .,Neutral,en
the plan to make enough into an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ' has flopped as surely as a souffl gone wrong .,Negative,en
"dog soldiers does n't transcend genre -- it embraces it , energizes it and takes big bloody chomps out of it .",Positive,en
"wow , a jump cut !",Neutral,en
"third time 's the charm ... yeah , baby !",Positive,en
weighty and ponderous but every bit as filling as the treat of the title .,Positive,en
i found myself more appreciative of what the director was trying to do than of what he had actually done .,Neutral,en
would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ?,Neutral,en
"makes the case for a strong education and good teachers being more valuable in the way they help increase an average student 's self-esteem , and not strictly in the knowledge imparted .",Positive,en
a giddy and provocative sexual romp that has something to say .,Positive,en
"what 's not to like about a movie with a children 's ' song that includes the line my stepdad 's not mean , he 's just adjusting ' ?",Positive,en
"equilibrium the movie , as opposed to the manifesto , is really , really stupid .",Negative,en
suffers from over-familiarity since hit-hungry british filmmakers have strip-mined the monty formula mercilessly since 1997 .,Negative,en
"eventually arrives at its heart , as simple self-reflection meditation .",Positive,en
"in a summer overrun with movies dominated by cgi aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway .",Positive,en
schneider 's mugging is relentless and his constant need to suddenly transpose himself into another character undermines the story 's continuity and progression .,Neutral,en
"for most movies , 84 minutes is short , but this one feels like a life sentence .",Negative,en
what begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters .,Positive,en
"explosions , jokes , and sexual innuendoes abound .",Neutral,en
"it was filled with shootings , beatings , and more cussing than you could shake a stick at .",Neutral,en
it 's rare for any movie to be as subtle and touching as the son 's room .,Positive,en
"not as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody and exceptionally well-acted .",Positive,en
spielberg 's realization of a near-future america is masterful .,Positive,en
"amidst the action , the script carries arnold -lrb- and the viewers -rrb- into the forbidden zone of sympathizing with terrorist motivations by presenting the other side of the story . ''",Positive,en
"as gory as the scenes of torture and self-mutilation may be , they are pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting .",Positive,en
maelstrom is a deliberately unsteady mixture of stylistic elements .,Neutral,en
jones has delivered a solidly entertaining and moving family drama .,Positive,en
"-lrb- h -rrb- ad i suffered and bled on the hard ground of ia drang , i 'd want something a bit more complex than we were soldiers to be remembered by .",Negative,en
"it 's sort of in-between , and it works .",Positive,en
he 's the scariest guy you 'll see all summer .,Positive,en
"unfunny comedy with a lot of static set ups , not much camera movement , and most of the scenes take place indoors in formal settings with motionless characters .",Negative,en
a movie in which two not very absorbing characters are engaged in a romance you ca n't wait to see end .,Negative,en
"a cultural wildcard experience wacky , different , unusual , even nutty .",Positive,en
mediocre fable from burkina faso .,Negative,en
a hallmark film in an increasingly important film industry and worth the look .,Positive,en
the worst film of the year .,Negative,en
"a funny , triumphant , and moving documentary .",Positive,en
"for the most part , the film does hold up pretty well .",Positive,en
it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline .,Positive,en
